,description,place,charged_amount,label,label_id
936,Insertion of adjustable sutures during eye muscle surgery,F,705.13,Moderate-Low,2
937,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest,F,1260.69,Moderate-Low,2
951,Removal or destruction of bladder canal (urethra) polyps,F,959.91,Moderate-Low,2
955,Anesthesia for repair or removal of vagina and urinary procedure,F,1332.79,Moderate-Low,2
976,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,F,964.72,Moderate-Low,2
984,Insertion and removal of wire or pin with bone traction,F,778.14,Moderate-Low,2
987,Anesthesia for removal of external pelvic nerve,F,799.83,Moderate-Low,2
990,Removal of growth of voice box using an endoscope,F,690.6,Moderate-Low,2
992,Treatment of spontaneous hip dislocation,F,1074.52,Moderate-Low,2
999,Dilation of the voice box using an endoscope,F,689.49,Moderate-Low,2
1005,Induced abortion by dilation and uterine scraping,F,851.02,Moderate-Low,2
1015,"Removal of foreign body, stone, or stent from bladder canal (urethra) or bladder using an endoscope",F,1236.4,Moderate-Low,2
1031,Repair duct opening,F,743.03,Moderate-Low,2
1032,Harvest of donor conjunctiva,F,1447.08,Moderate-Low,2
1040,Destruction of multiple vaginal growths,F,1149.21,Moderate-Low,2
1044,Manipulation of finger joint under anesthesia,F,1434.92,Moderate-Low,2
1049,"Relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet",F,771.55,Moderate-Low,2
1054,Anesthesia for suture closure of cervix,F,926.59,Moderate-Low,2
1056,Removal of tissue expanders,F,1547.62,Moderate-Low,2
1058,Closed treatment of broken nasal bone,F,970.62,Moderate-Low,2
1067,"Radiation treatment management, 5 treatments",F,728.58,Moderate-Low,2
1076,"Creation of eye fluid drainage tracts in iris using laser, per session",F,1120.83,Moderate-Low,2
1082,Removal or destruction of prolapsed bladder canal (urethra),F,1269.74,Moderate-Low,2
1084,Closed treatment of broken thigh bone,F,1565.75,Moderate-Low,2
1085,Incision of newborn penile foreskin,F,989.68,Moderate-Low,2
1086,"Insertion of hardware to broken ankle joint with manipulation, accessed through the skin",F,1446.79,Moderate-Low,2
1094,Insertion of needles or catheters into muscle and/or tissue for radiation therapy,F,1029.14,Moderate-Low,2
1095,Relocation of pacemaker generator skin pocket,F,1033.63,Moderate-Low,2
1096,Anesthesia for removal of prostate including use of an endoscope,F,1241.72,Moderate-Low,2
1103,Biopsy of voice box using an endoscope,F,1215.13,Moderate-Low,2
1109,Biopsy of sclera,F,761.64,Moderate-Low,2
1112,Closed treatment of broken forearm bone,F,799.76,Moderate-Low,2
1117,Anesthesia for retinal surgery,F,1235.24,Moderate-Low,2
1122,Removal of infected artificial material or mesh from abdomen,F,869.13,Moderate-Low,2
1130,Biopsy of tissue of back or flank,F,1287.81,Moderate-Low,2
1141,Control of nosebleed and insertion of packing,F,678.63,Moderate-Low,2
1156,"Preventive retinal detachment treatment by heat or laser, 1 or more sessions",F,1334.18,Moderate-Low,2
1158,Predelivery care 4-6 visits,F,1024.1,Moderate-Low,2
1160,Drainage of rectal abscess under anesthesia,F,1310.5,Moderate-Low,2
1161,Removal of tonsils and adenoid glands patient younger than age 12,F,1436.15,Moderate-Low,2
1171,Replacement of kidney drainage catheter accessed through the skin with imaging and radiological supervision and interpretation,F,717.68,Moderate-Low,2
1184,Removal of implanted arterial infusion pump,F,1238.48,Moderate-Low,2
1200,"Removal of malignant growth (3.1 to 4.0 centimeters) of the face, ears, eyelids, nose, or lips",F,1211.57,Moderate-Low,2
1205,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",F,1514.63,Moderate-Low,2
1208,Release of nerve requiring use of operating microscope,F,1263.45,Moderate-Low,2
1212,Drainage of fluid-filled sac (bursa) of upper arm or elbow,F,878.61,Moderate-Low,2
1215,Repair of defect of aorta in chest,F,1258.7,Moderate-Low,2
1220,Closed treatment of dislocation of knee cap,F,1183.9,Moderate-Low,2
1227,"Injection of anesthetic agent, of rib nerve",F,771.37,Moderate-Low,2
1229,"Dilation of bladder canal (urethra) under general or spinal anesthesia, female",F,1090.4,Moderate-Low,2
1236,"Replacement of stomach to small bowel tube using fluoroscopic guidance with contrast, accessed through the skin",F,1033.96,Moderate-Low,2
1237,Diagnostic examination of the abdomen using an endoscope,F,1327.69,Moderate-Low,2
1239,Closed treatment of pelvic ring fracture or dislocation,F,1451.94,Moderate-Low,2
1248,Drainage of abscess or blood collection at lower leg or ankle,F,1508.11,Moderate-Low,2
1249,Removal of multiple growths of different eyelids,F,789.53,Moderate-Low,2
1256,"Repair of wound (2.5 centimeters or less) of face, ears, eyelids, nose, lips, and/or mouth",F,725.15,Moderate-Low,2
1258,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",F,1261.42,Moderate-Low,2
1261,"Repair of wound (1.1 to 2.5 centimeters) of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet",F,1039.39,Moderate-Low,2
1265,Placement of breast localization devices accessed through the skin with MRI guidance,F,858.4,Moderate-Low,2
1267,Removal or destruction of bladder canal (urethra) malignancy,F,1565.72,Moderate-Low,2
1273,"Insertion of a temporary bladder canal (urethra) stent, male, using an endoscope",F,1515.38,Moderate-Low,2
1279,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",F,947.87,Moderate-Low,2
1280,"Insertion of assistive heart blood flow device into aorta, accessed through the skin",F,870.45,Moderate-Low,2
1281,Closed treatment of jaw temporomandibular joint (TMJ) dislocation,F,1485.38,Moderate-Low,2
1284,Biopsy of tissue of pelvis and hip,F,723.7,Moderate-Low,2
1292,Radiation therapy consultation,F,1142.0,Moderate-Low,2
1297,"Insertion into windpipe of needle wire, dilator, stent, or tube for oxygen delivery",F,1343.37,Moderate-Low,2
1298,Anesthesia for shock wave therapy for urinary system stones,F,1103.04,Moderate-Low,2
1299,Cutting of strands of eye fluid (vitreous) between the lens and retina,F,1416.58,Moderate-Low,2
1301,"Skin, mucus membrane and beneath the skin procedure",F,1327.55,Moderate-Low,2
1303,Closed treatment of fracture of foot with manipulation,F,890.1,Moderate-Low,2
1315,Anesthesia for open procedure at kneecap and upper foreleg bones,F,1454.48,Moderate-Low,2
1317,Examination of nasal passage and sinus using an endoscope,F,676.65,Moderate-Low,2
1318,"Diagnostic examination of lungs, heart sac, mid-chest cavity, or lung lining using an endoscope",F,1274.93,Moderate-Low,2
1323,Biopsy of voice box using an endoscope with operating microscope or telescope,F,1431.56,Moderate-Low,2
1332,Amputation of foot,F,1516.71,Moderate-Low,2
1350,"Removal of middle or lower spine bone with release of spinal cord or nerves, combined thoracolumbar approach",F,1499.52,Moderate-Low,2
1360,Anesthesia for removal of urinary bladder tumors including use of an endoscope,F,1130.03,Moderate-Low,2
1366,Treatment of stricture at junction of kidney and urinary duct (ureter) using an endoscope,F,1387.09,Moderate-Low,2
1369,Removal of (less than 3 centimeters) tissue growth beneath the skin of neck or front of chest,F,1478.62,Moderate-Low,2
1370,"Removal of foreign body of foot tissue, accessed beneath the skin",F,885.08,Moderate-Low,2
1375,Insertion of catheter into right upper heart chamber for evaluation of congenital abnormalities,F,1157.19,Moderate-Low,2
1381,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,F,1248.97,Moderate-Low,2
1385,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",F,1141.24,Moderate-Low,2
1387,"Injection of anesthetic agent, thoracic vertebra",F,772.95,Moderate-Low,2
1388,Revision of previously inserted stent in lung airways using an endoscope,F,1060.62,Moderate-Low,2
1391,Destruction of internal anal hemorrhoids,F,1000.05,Moderate-Low,2
1392,Anesthesia for central vein access,F,999.48,Moderate-Low,2
1393,"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",F,1336.04,Moderate-Low,2
1396,Insertion of catheter into abdominal pelvic or leg artery,F,1570.75,Moderate-Low,2
1402,Control of bleeding of throat,F,1554.39,Moderate-Low,2
1408,Removal of large bowel tissue using an endoscope,F,870.01,Moderate-Low,2
1409,Application of hip spica cast on one leg,F,709.88,Moderate-Low,2
1411,Laser removal of scar tissue in eye,F,978.14,Moderate-Low,2
1416,Injection of dilated veins of stomach and/or esophagus using an endoscope,F,916.67,Moderate-Low,2
1421,"Biopsy of bone, open procedure",F,836.07,Moderate-Low,2
1423,Removal of fluid from chest cavity,F,719.77,Moderate-Low,2
1429,Corrective repair of turning-inward eyelid defect using heat,F,719.52,Moderate-Low,2
1433,Removal of bronchial valves in lung airways using an endoscope,F,829.73,Moderate-Low,2
1435,Insertion of feeding tube or catheter into upper small bowel,F,755.82,Moderate-Low,2
1449,Removal of tissue connecting tongue and floor of mouth,F,1056.66,Moderate-Low,2
1456,"Insertion of devices in chest cavity for radiation therapy guidance, accessed through the skin",F,1004.63,Moderate-Low,2
1457,Removal of foreign bodies from large bowel using an endoscope which is inserted through abdominal opening,F,959.67,Moderate-Low,2
1464,Anesthesia for suture of upper arm and elbow tendon to bone,F,1554.18,Moderate-Low,2
1469,Diagnostic examination of voice box using an endoscope with operating microscope or telescope,F,900.65,Moderate-Low,2
1474,Introduction of catheter into the upper or lower major vein (vena cava),F,734.57,Moderate-Low,2
1476,Closed treatment of broke forearm bone at elbow,F,1002.57,Moderate-Low,2
1482,Revision or removal of peripheral neurostimulator electrode array,F,1524.75,Moderate-Low,2
1483,Incision or removal of nerve to abdomen gallbladder and liver,F,1430.44,Moderate-Low,2
1484,Anesthesia for examination of cervix using an endoscope,F,1078.2,Moderate-Low,2
1487,"Repair of wound (over 30.0 centimeters) of neck, hands, feet, and/or genitals",F,1376.95,Moderate-Low,2
1489,Removal of bronchial valves in lung airways using an endoscope,F,756.62,Moderate-Low,2
1492,Removal of salivary gland stone,F,1386.96,Moderate-Low,2
1496,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in left upper heart",F,865.54,Moderate-Low,2
1497,Removal of cartilage attaching voice box using an endoscope,F,1352.93,Moderate-Low,2
1500,Anesthesia for procedure on nerve in brain,F,1137.5,Moderate-Low,2
1508,Destruction of vaginal growths,F,697.64,Moderate-Low,2
1518,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in left upper heart",F,840.81,Moderate-Low,2
1520,"Injection by continuous infusion of anesthetic agent, brachial (arm) nerve bundle",F,1253.64,Moderate-Low,2
1523,Removal of foreign bodies from large bowel using an endoscope which is inserted through abdominal opening,F,1022.48,Moderate-Low,2
1526,Removal of polyps or growths of large bowel using an endoscope which is inserted through abdominal opening,F,1173.84,Moderate-Low,2
1527,Closed treatment of dislocated foot bone under anesthesia,F,1231.49,Moderate-Low,2
1531,Examination of lung airways using an endoscope with imaging guidance and ultrasound,F,1471.83,Moderate-Low,2
1546,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs,F,1188.9,Moderate-Low,2
1550,Removal of nail with amputation of fingertip,F,1174.68,Moderate-Low,2
1558,Daily management of external vein to vein blood circulation in heart and lungs using a pump,F,952.59,Moderate-Low,2
1561,"Injection of anesthetic agent, of rib nerve",F,661.88,Moderate-Low,2
1562,Removal of cervix,F,1337.97,Moderate-Low,2
1566,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in left lower heart",F,1105.66,Moderate-Low,2
1570,Insertion of stents into windpipe using an endoscope,F,964.79,Moderate-Low,2
1572,Anesthesia for procedure to repair lip defect present at birth,F,1308.12,Moderate-Low,2
1581,Insertion of stents in lung airways using an endoscope,F,913.43,Moderate-Low,2
1583,Decompression of large bowel using an endoscope,F,987.32,Moderate-Low,2
1587,Repair of a turning-outward defect of upper or lower eyelid using heat,F,977.82,Moderate-Low,2
1591,Obtaining deep thigh tissue for graft using stripper,F,1356.87,Moderate-Low,2
1594,"High dose brachytherapy , more than 12 channels",F,1373.5,Moderate-Low,2
1607,"Repair of wound (20.1 to 30.0 centimeters) of face, ears, eyelids, nose, lips, and/or mouth",F,1469.82,Moderate-Low,2
1620,Anesthesia for open or endoscopic procedure on knee including,F,1032.34,Moderate-Low,2
1624,Drainage of rectal abscess,F,1378.4,Moderate-Low,2
1637,Anesthesia for diagnostic X-ray procedure on arteries or veins,F,1479.99,Moderate-Low,2
1641,Abdominal drainage of ovarian cysts,F,1093.74,Moderate-Low,2
1645,Control of bleeding in rectum and large bowel using an endoscope,F,761.35,Moderate-Low,2
1654,Biopsy of blood vessel via catheter,F,1025.35,Moderate-Low,2
1655,Removal of drain device from anus,F,674.24,Moderate-Low,2
1660,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",F,1072.86,Moderate-Low,2
1665,Anesthesia for procedure on knee veins,F,1134.43,Moderate-Low,2
1671,"Removal and microscopic examination of growth of the trunk, arms, or legs (first stage, up to 5 tissue blocks)",F,1163.12,Moderate-Low,2
1672,"Repair of multiple toe tendons, accessed through the skin",F,1221.2,Moderate-Low,2
1673,"Drainage of abscess, cyst, or blood accumulation of dental bone",F,713.24,Moderate-Low,2
1693,Balloon dilation of bile duct accessed through the skin using imaging guidance including radiological supervision and interpretation,F,778.17,Moderate-Low,2
1695,Repair of lip and border,F,1392.54,Moderate-Low,2
1696,Gene analysis (v-Ki-ras2 Kirsten rat sarcoma viral oncogene) variants in codons 12 and 13,F,1085.82,Moderate-Low,2
1702,Closed treatment of broken finger or thumb,F,745.23,Moderate-Low,2
1705,Removal of esophageal polyps or growths using an endoscope,F,1490.38,Moderate-Low,2
1706,Biopsy of salivary gland,F,1241.24,Moderate-Low,2
1709,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",F,1032.71,Moderate-Low,2
