HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
20650,Insertion and removal of wire or pin with bone traction,N,F,698,2015,1492,1524,622.69,118.32,91.21,90.77
20650,Insertion and removal of wire or pin with bone traction,N,O,104,177,145,150,440.88,157.78,118.80,130.13
20660,Application of cranial tongs (stabilization device for skull),N,F,294,652,634,652,1379.93,158.83,123.17,119.69
20660,Application of cranial tongs (stabilization device for skull),N,O,89,99,98,99,543.62,208.91,152.85,190.14
20661,Application of cranial halo device (stabilization device for skull),N,F,248,357,350,357,1749.39,381.09,294.95,304.00
20661,Application of cranial halo device (stabilization device for skull),N,O,10,11,11,11,1339.46,516.35,395.57,382.99
20664,Application of cranial halo (stabilization device for skull),N,F,11,12,11,12,3060.81,851.41,662.29,621.88
20665,Removal of cranial tongs or halo (stabilization device for skull),N,F,137,1868,1768,1868,394.44,95.26,74.08,72.29
20665,Removal of cranial tongs or halo (stabilization device for skull),N,O,25,143,138,143,352.63,110.40,86.34,80.63
20670,Removal of bone implant,N,F,2169,3453,3093,3140,1354.96,181.66,139.22,139.52
20670,Removal of bone implant,N,O,2340,6055,4889,5124,913.35,331.55,251.96,255.46
20680,Removal of deep bone implant,N,F,20541,67010,60542,62101,2167.19,433.43,333.49,334.17
20680,Removal of deep bone implant,N,O,2129,4272,3754,3871,1313.91,502.71,381.52,391.52
20690,Application of uniplane external bone fixation on one arm or leg,N,F,2829,4839,4639,4689,1853.12,524.18,405.47,413.88
20690,Application of uniplane external bone fixation on one arm or leg,N,O,46,67,64,64,1677.25,469.21,349.11,369.99
20692,Application of multiplane external bone fixation system on one arm or leg,N,F,2150,3776,3600,3695,2951.02,932.12,721.38,726.99
20692,Application of multiplane external bone fixation system on one arm or leg,N,O,18,19,18,18,2552.76,961.45,747.21,737.31
20693,Adjustment or revision of external bone fixation system under anesthesia,N,F,522,813,703,806,1525.70,345.07,263.91,262.02
20693,Adjustment or revision of external bone fixation system under anesthesia,N,O,33,65,43,65,1253.33,423.92,323.07,331.51
20694,Removal of external bone fixation under anesthesia,N,F,3014,6421,6044,6235,1424.23,255.93,197.29,196.42
20694,Removal of external bone fixation under anesthesia,N,O,122,153,151,153,1241.26,350.61,269.45,274.22
20696,Application of multiplane external bone fixation system on one arm or leg,N,F,185,299,280,287,3812.54,939.25,731.97,731.95
20697,Application of multiplane external bone fixation system,N,O,20,78,26,50,4873.65,2063.05,1637.29,1642.00
20827,Replantation of amputated thumb,N,F,14,14,14,14,6462.43,1707.13,1326.30,1356.61
20900,Small bone graft harvest,N,F,1988,5682,5553,5639,1897.52,272.94,211.21,213.47
20900,Small bone graft harvest,N,O,85,132,131,131,947.21,184.06,139.21,148.74
20902,Bone graft harvest,N,F,2057,6346,6230,6305,1483.49,190.07,146.21,149.00
20902,Bone graft harvest,N,O,44,71,71,71,1258.92,140.05,106.03,106.86
20910,Rib cartilage graft,N,F,61,72,71,72,1381.68,246.07,188.16,188.03
20912,Nasal cartilage graft,N,F,552,1129,1119,1128,2232.10,420.32,326.61,327.71
20912,Nasal cartilage graft,N,O,31,59,59,59,1388.54,282.49,218.71,222.56
20920,Obtaining deep thigh tissue for graft using stripper,N,F,70,109,108,109,1356.87,228.50,177.28,176.97
20922,Incision of deep thigh tissue for graft,N,F,244,435,432,434,1758.22,261.25,201.16,198.83
20924,Tendon graft,N,F,370,790,783,787,1902.01,498.43,383.43,403.46
20924,Tendon graft,N,O,10,18,18,18,1292.92,218.02,167.61,178.31
20926,Tissue graft,N,F,3137,11713,10185,10928,1984.71,342.73,265.13,267.50
20926,Tissue graft,N,O,265,5787,2183,5126,958.03,369.11,284.64,284.27
20931,Donor bone graft for spine surgery,N,F,2825,18789,18482,18750,570.25,114.74,88.61,92.73
20931,Donor bone graft for spine surgery,N,O,47,68,67,68,568.21,115.46,90.10,92.56
20937,Harvest of bone fragments for spine surgery graft,N,F,1992,14400,14127,14392,780.02,127.06,98.21,102.05
20937,Harvest of bone fragments for spine surgery graft,N,O,29,41,41,41,912.73,148.97,112.94,121.38
20938,Harvest of bone for spine surgery graft,N,F,575,1721,1702,1720,851.77,147.76,114.58,118.64
20950,Insertion of device to monitor muscle compartment fluid pressure,N,F,185,229,212,216,712.51,74.15,56.45,53.79
20950,Insertion of device to monitor muscle compartment fluid pressure,N,O,43,68,48,48,743.89,195.72,150.78,150.65
20955,Bone graft at lower leg with microvascular connection,N,F,79,103,103,103,9629.87,2175.33,1672.77,1596.44
20956,Bone graft of pelvic bone with microvascular connection,N,F,26,45,45,45,9490.02,2236.46,1729.34,1956.29
20962,Bone graft with microvascular connection,N,F,30,38,38,38,8965.64,1777.16,1344.35,1173.61
20969,Placement of skin and bone flap with microvascular connection,N,F,344,938,928,937,10971.99,2345.40,1822.70,1689.06
20970,Placement of skin and bone flap to pelvic bone with microvascular connection,N,F,14,21,21,21,9533.46,2134.43,1714.41,1520.78
20974,Placement of electrical bone healing device,N,F,36,69,69,69,502.65,53.14,40.79,41.23
20974,Placement of electrical bone healing device,N,O,311,981,945,981,535.96,77.06,58.13,58.33
20975,Invasive electrical stimulation to aid bone healing,N,F,193,525,521,525,810.74,134.33,104.02,109.02
20975,Invasive electrical stimulation to aid bone healing,N,O,20,22,22,22,791.90,186.65,140.38,138.77
20979,"Low intensity ultrasound stimulation to aid bone healing, noninvasive (nonoperative)",N,O,324,611,539,611,290.69,54.10,40.94,40.06
20982,Destruction of 1 or more bone growths accessed through the skin,N,F,505,1008,957,1005,4456.85,246.68,191.18,192.46
20982,Destruction of 1 or more bone growths accessed through the skin,N,O,35,83,76,83,7934.21,895.77,706.31,731.95
20983,"Destruction of 1 or more bone growths, accessed through the skin",N,F,126,230,215,230,5311.97,366.50,285.33,291.34
20985,Computer-assisted surgical navigational procedure for bone procedures,N,F,1316,31306,29663,31003,739.72,143.03,111.28,112.98
20985,Computer-assisted surgical navigational procedure for bone procedures,N,O,31,50,49,49,618.88,147.63,113.16,118.31
20999,Muscle and bone procedure,N,F,143,198,169,180,2000.65,375.89,295.39,294.47
20999,Muscle and bone procedure,N,O,26,58,54,56,948.47,370.85,289.53,291.62
21010,Incision of jaw temporomandibular joint (TMJ),N,F,13,15,15,15,4075.10,602.17,466.75,471.42
21011,Removal of (less than 2 centimeter) tissue growth beneath the skin of face and scalp,N,F,879,1358,1185,1192,1052.68,199.21,152.46,152.97
21011,Removal of (less than 2 centimeter) tissue growth beneath the skin of face and scalp,N,O,750,1730,1539,1615,771.69,316.73,237.05,235.79
21012,Removal of (2 centimeters or greater) tissue growth beneath the skin of face and scalp,N,F,1468,1911,1805,1815,1401.57,314.15,240.37,243.21
21012,Removal of (2 centimeters or greater) tissue growth beneath the skin of face and scalp,N,O,529,763,726,739,938.61,305.89,226.44,233.30
21013,Removal of (less than 2 centimeters) muscle growth of face and scalp,N,F,330,445,422,424,1624.61,303.42,235.98,238.52
21013,Removal of (less than 2 centimeters) muscle growth of face and scalp,N,O,190,271,252,256,1414.26,478.40,360.67,369.91
21014,Removal of (2 centimeters or greater) muscle growth of face and scalp,N,F,974,1367,1319,1340,1833.71,509.04,391.62,398.62
21014,Removal of (2 centimeters or greater) muscle growth of face and scalp,N,O,247,307,301,305,1499.66,493.98,372.15,381.99
21015,Removal of (less than 2 centimeters) soft tissue growth of face or scalp,N,F,220,513,485,508,2816.14,597.88,464.48,470.42
21015,Removal of (less than 2 centimeters) soft tissue growth of face or scalp,N,O,60,169,154,169,1495.42,509.59,389.01,388.60
21016,Removal of (2 centimeters or greater) soft tissue growth of face or scalp,N,F,733,2043,1918,1993,3566.67,856.86,666.49,654.99
21016,Removal of (2 centimeters or greater) soft tissue growth of face or scalp,N,O,71,154,138,154,2637.89,924.01,710.64,721.22
21025,Removal of lower jaw bone,N,F,498,1070,981,1032,3078.87,668.73,518.88,516.59
21025,Removal of lower jaw bone,N,O,403,2403,2151,2321,1892.68,591.89,457.48,460.91
21026,Removal of facial bones,N,F,273,493,459,474,2499.46,510.82,394.81,407.25
21026,Removal of facial bones,N,O,194,2015,1766,1943,2083.79,386.47,297.92,279.33
21029,Removal of facial bone growth,N,F,108,224,221,222,2759.61,634.18,486.41,502.56
21029,Removal of facial bone growth,N,O,21,59,53,59,2020.87,621.37,476.11,499.49
21030,Removal or scraping of upper jaw or cheek bone growth or cyst,N,F,172,276,261,264,2044.13,339.27,259.16,254.03
21030,Removal or scraping of upper jaw or cheek bone growth or cyst,N,O,426,927,889,927,1278.88,448.32,335.51,349.50
21031,Removal of bony growth of jaw bone inside mouth,N,F,67,152,114,114,1563.53,228.08,176.40,180.75
21031,Removal of bony growth of jaw bone inside mouth,N,O,116,242,180,185,776.53,338.30,251.09,278.84
21032,Removal of bony growth of upper jaw bone inside mouth,N,F,71,79,79,79,1755.59,238.22,180.21,179.49
21032,Removal of bony growth of upper jaw bone inside mouth,N,O,76,99,97,97,922.58,346.88,253.99,281.37
21034,Removal of malignant growth of upper jaw or cheek bone,N,F,182,241,234,239,4796.06,923.92,716.67,697.70
21040,Removal and/or scraping of lower jaw bone growth or cyst,N,F,229,325,310,314,2059.03,422.61,323.85,326.78
21040,Removal and/or scraping of lower jaw bone growth or cyst,N,O,467,983,948,971,1199.30,461.39,344.73,361.16
21044,Removal of malignant growth of lower jaw bone,N,F,210,308,307,308,3279.25,550.80,427.54,416.18
21044,Removal of malignant growth of lower jaw bone,N,O,10,11,11,11,2422.45,823.61,652.22,668.46
21045,Removal of malignant growth of jaw bone,N,F,275,502,488,501,4332.62,747.68,579.16,551.51
21046,Oral removal of lower jaw bone growth or cyst,N,F,142,316,294,297,3751.87,1006.07,777.74,778.45
21046,Oral removal of lower jaw bone growth or cyst,N,O,98,202,192,201,2115.07,989.11,746.05,843.46
21047,External removal of lower jaw bone growth or cyst,N,F,115,156,153,154,5414.56,1106.25,859.57,784.62
21048,Oral removal of upper jaw bone growth or cyst,N,F,98,223,208,210,4490.79,1063.37,821.34,808.28
21048,Oral removal of upper jaw bone growth or cyst,N,O,65,159,146,158,2277.98,1027.59,785.84,858.33
21049,External removal of upper jaw bone growth or cyst,N,F,53,62,61,61,5805.49,1013.83,792.32,759.02
21050,Removal of hinged joint of upper and lower jaw bones,N,F,23,28,27,28,3806.86,621.12,475.44,468.05
21060,Removal of cartilage of hinged joint of upper and lower jaw bones,N,F,10,11,11,11,3652.00,557.80,436.24,373.44
21070,Removal of diseased or fractured portion of lower jaw bone,N,F,90,114,113,114,3018.51,419.02,326.69,331.62
21073,Manipulation of hinged joints of upper and lower jaw bones under anesthesia,N,F,43,71,69,71,959.75,194.54,150.83,152.45
21073,Manipulation of hinged joints of upper and lower jaw bones under anesthesia,N,O,34,56,54,56,769.69,356.86,271.19,306.97
21076,Impression and custom preparation of oral prosthesis for use during surgery,N,F,44,108,104,108,3689.03,800.42,619.05,557.63
21076,Impression and custom preparation of oral prosthesis for use during surgery,N,O,64,256,241,256,1872.35,730.08,562.71,557.24
21077,Impression and preparation of eye socket prosthesis,N,F,7,13,11,13,9030.17,2008.46,1563.51,1580.36
21077,Impression and preparation of eye socket prosthesis,N,O,6,11,11,11,8579.55,2808.10,2182.80,1945.31
21079,Impression and custom preparation of temporary oral prosthesis,N,F,30,82,81,82,5851.47,1378.14,1065.23,1067.92
21079,Impression and custom preparation of temporary oral prosthesis,N,O,105,1834,1522,1834,2203.63,1221.47,946.80,962.86
21080,Impression and custom preparation of permanent oral prosthesis,N,F,25,113,107,113,6482.69,1611.39,1242.62,1268.74
21080,Impression and custom preparation of permanent oral prosthesis,N,O,81,350,327,350,5141.42,1762.12,1353.24,1445.77
21081,Impression and custom preparation of lower jaw bone prosthesis,N,F,16,74,72,74,6450.35,1407.67,1078.85,1133.15
21081,Impression and custom preparation of lower jaw bone prosthesis,N,O,49,140,136,140,6371.77,1751.42,1351.64,1348.08
21082,Impression and custom preparation of prosthesis for roof of mouth enlargement,N,F,15,27,27,27,6025.38,1057.33,812.32,844.23
21082,Impression and custom preparation of prosthesis for roof of mouth enlargement,N,O,21,55,54,55,6238.73,1515.25,1160.22,1189.85
21083,Impression and custom preparation of roof of mouth prosthesis,N,O,17,35,32,35,8106.12,1427.75,1098.69,1129.15
21084,Impression and custom preparation of speech aid prosthesis,N,O,19,59,54,59,4131.42,1757.90,1346.92,1397.49
21085,Impression and custom preparation of outer ear prosthesis,N,F,66,165,158,165,2152.44,484.42,374.86,353.03
21085,Impression and custom preparation of outer ear prosthesis,N,O,313,3289,2934,3288,1524.85,698.56,535.90,544.19
21086,Impression and custom preparation of outer ear prosthesis,N,O,16,30,30,30,4569.60,1578.60,1213.58,1241.50
21087,Impression and custom preparation of nasal prosthesis,N,F,9,18,18,18,6831.22,1463.47,1117.57,1184.48
21087,Impression and custom preparation of nasal prosthesis,N,O,29,76,73,76,4219.39,1696.35,1281.51,1442.50
21088,Impression and custom preparation of facial prosthesis,N,O,7,75,43,75,10379.71,3135.56,2440.09,2448.70
21089,Upper jaw and facial prosthesis procedure,N,F,23,236,200,230,2042.43,542.25,413.52,424.31
21089,Upper jaw and facial prosthesis procedure,N,O,33,78,73,76,1491.72,692.29,534.22,541.48
21110,Application and removal of dental fixation device,N,F,41,52,52,52,2090.91,381.39,282.42,305.20
21110,Application and removal of dental fixation device,N,O,50,1232,888,1149,1555.63,764.70,585.76,603.31
21116,Injection for X-ray imaging of hinged joint of upper and lower jaw bones,N,F,6,21,20,21,391.29,46.76,36.62,36.83
21116,Injection for X-ray imaging of hinged joint of upper and lower jaw bones,N,O,17,28,25,28,368.20,152.28,108.23,112.83
21125,Insertion of prosthetic material to enlarge lower jaw bone,N,F,13,15,15,15,4204.81,402.58,313.03,304.56
21141,Reconstruction of midface bones,N,F,23,33,33,33,5145.08,1049.51,809.59,806.52
21142,Reconstruction of midface bones,N,F,10,11,11,11,6284.91,1065.97,812.05,801.85
21145,Reconstruction of midface bones with bone graft,N,F,18,47,46,47,6026.53,1599.35,1253.76,1199.87
21146,Reconstruction of midface bones with bone graft,N,F,9,43,41,43,5289.07,1684.93,1315.08,1273.57
21172,Repair of bony defect of forehead and eye bones,N,F,20,47,46,47,6521.59,1604.94,1257.34,1265.61
21181,Reconstruction of midface with bone graft,N,F,16,19,17,19,2325.79,593.90,464.40,460.66
21182,"Reconstruction of bony defect of skull, forehead, and both upper portions of eye bones with bone graft, total area of bone grafting less than 40 sq cm",N,F,12,13,13,13,9281.08,1216.89,950.59,801.87
21188,"Repair of bony defect of midface through scalp, eyelid, and oral incisions with bone graft",N,F,10,11,11,11,7083.48,1093.60,857.38,780.78
21193,Reconstruction of jaw bone,N,F,17,21,21,21,4819.05,885.83,685.72,684.07
21196,Reconstruction of jaw bones with insertion of hardware,N,F,73,105,105,105,6396.25,982.10,753.63,759.83
21198,Incision of lower jaw bone,N,F,127,228,212,213,4901.36,669.49,522.15,465.24
21198,Incision of lower jaw bone,N,O,10,47,45,47,3126.08,878.54,684.74,645.48
21199,Incision of lower jaw bone with advancement of tongue muscle,N,F,24,28,28,28,4927.68,624.61,496.02,486.80
21206,Incision and repositioning of cheek bone,N,F,11,15,15,15,6098.23,935.13,726.34,552.71
21206,Incision and repositioning of cheek bone,N,O,9,62,56,62,3523.99,944.94,735.51,652.48
21208,Incision and repair of bony defect of cheek bone with repositioning of bony segment,N,F,57,76,74,76,4712.19,573.47,439.67,423.43
21208,Incision and repair of bony defect of cheek bone with repositioning of bony segment,N,O,80,2527,1976,2527,2557.15,1093.03,852.10,787.72
21209,Incision and repair of bony defect of cheek bone including bony segment reduction,N,F,20,62,61,62,3557.44,403.04,312.13,325.66
21209,Incision and repair of bony defect of cheek bone including bony segment reduction,N,O,8,70,57,70,1374.13,465.13,363.98,336.11
21210,Repair of nasal or cheek bone with bone graft,N,F,119,313,271,286,4178.53,611.57,472.48,468.47
21210,Repair of nasal or cheek bone with bone graft,N,O,293,4206,3127,3619,3904.24,2018.17,1559.43,1450.44
21215,Repair of lower jaw bone with bone graft,N,F,122,350,321,326,6453.74,680.06,529.50,522.19
21215,Repair of lower jaw bone with bone graft,N,O,261,4002,2940,3371,5623.87,3956.66,3071.43,2686.47
21230,Harvest of rib cartilage for grafting,N,F,119,165,159,163,3584.33,513.44,396.09,389.24
