rsd,y_pred,y_conf,y_true,provider_count,unique_beneficiary_provider
Biopsy of lung using an endoscope ,2,0.31476003,2,1081,3171
Measurement and recording of electrical activity (EEG) of the brain including stimulation by medication or physical activity ,3,0.63139635,2,27,653
Radiological supervision and interpretation of imaging of artery of pelvis,2,0.4799533,2,1945,4045
"Intra-fraction localization and tracking of target or patient motion during delivery of radiation therapy (eg,3d positional tracking, gating, 3d surface tracking), each fraction of treatment",2,0.79561514,2,183,2052
"Nerve transmission studies, 3-4 studies",2,0.72058713,2,5446,51944
Repair of central venous catheter for infusion ,4,0.40195426,2,479,585
"Skin graft at trunk, arms, or legs",3,0.7509604,2,23,26
Microscopic genetic analysis of tumor,2,0.71790135,2,12,17
Imaging of bone marrow limited area,1,0.80003005,2,72,161
"Ultrasound limited scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow ",2,0.74021304,2,13605,89656
Removal of drain device from anus,3,0.504002,2,68,79
"Microphone for use with cochlear implant device, replacement",2,0.8631646,2,2,602
"Removal of growth (1.1 to 2.0 centimeters) of the scalp, neck, hands, feet, or genitals",2,0.8108337,2,12566,29296
Evaluation of hearing rehabilitation first hour,1,0.67645675,2,51,836
Bone density measurement using dedicated X-ray machine,2,0.52665436,2,30116,1417153
"Durable medical equipment, miscellaneous",1,0.51107454,2,7,30
Nuclear medicine study heart muscle with metabolic evaluation,6,0.8060305,2,412,1934
Radiological supervision and interpretation X-ray of chest aorta ,2,0.88572156,2,108,523
"Diagnostic mammography, producing direct 2-d digital image, unilateral, all views ",1,0.603643,2,8385,252697
Closed treatment of dislocated foot joint,3,0.68990874,2,66,109
Insertion of needle and/or catheter into an artery-vein dialysis shunt or graft,6,0.2797605,2,4251,27641
"Radiation treatment delivery, single treatment area,single port or parallel opposed ports, simple blocks or no blocks: 6-10 mev",2,0.79747397,2,205,491
CT scan,1,0.50705886,2,61,143
Removal of polyp of external ear,3,0.56392574,2,155,277
Transplant antibody measurement,1,0.9188198,2,6,14
Imaging and evaluation of deep cells of the eye,1,0.89015245,2,147,4137
Insertion of electronic device into bladder with bladder canal (urethra) pressure studies,3,0.6001896,2,119,520
Application of cast to finger,1,0.38576406,2,11,11
Ultrasound study of arteries of both legs at rest and exercise ,1,0.78632265,2,3532,63294
Radiological supervision and interpretation X-ray of uterine tubes and ovaries,1,0.5552387,2,154,220
Detection Bartonella henselae and Bartonella quintana (bacteria) ,2,0.6334161,2,42,347
"Removal of malignant growth (0.6 to 1.0 centimeters) of the trunk, arms, or legs",3,0.61429334,2,8201,22998
"Removal of growth (0.6 to 1.0 centimeters) of the scalp, neck, hands, feet, or genitals",2,0.8088008,2,10983,24608
MRI scan of blood vessels of abdomen,4,0.49273208,2,4213,9177
Chemical treatment of acne ,1,0.7227623,2,72,423
"Injection, pamidronate disodium, per 30 mg ",2,0.42633277,2,1935,4156
Testing of nerve from ear to brain (cochlear),2,0.87155354,2,4,29
Tests for facial paralysis disorders,1,0.47703278,2,27,166
Radiological supervision and interpretation X-ray of knee joint,2,0.8460588,2,649,19948
Injection procedure through the bladder and bladder canal (urethra) for X-ray imaging ,3,0.48465583,2,217,507
MRI scan of arm before and after contrast ,2,0.7742652,2,3995,7838
Ultrasonic guidance during surgery,2,0.9056503,2,4413,26655
Ultrasound of transplanted kidney ,1,0.48132476,2,735,2232
"Dialysis services (1 physician visit per month), patient 20 years of age and older ",3,0.9318287,2,834,6853
Application of cast to finger ,1,0.38360742,2,167,299
MRI scan of arm joint with contrast ,2,0.5934233,2,3371,11664
Radiological supervision and interpretation of imaging of lymphatic system of one side of pelvis and abdomen,1,0.40209767,2,49,62
MRI scan of chest before and after contrast,5,0.4544275,2,2367,3632
Ultraviolet light tests of skin,1,0.7555106,2,14,31
Evaluation of fine needle aspirate with interpretation and report,2,0.79368156,2,6771,200992
CT scan of cranial cavity with contrast,3,0.5741262,2,4583,7257
"Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort ",2,0.92892534,2,1236,10438
"Nuclear medicine study of radioactive material distribution of whole body, requiring 2 or more days imaging ",3,0.33326674,2,1706,3660
"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine",2,0.48828918,2,65,196
Detection test for multiple types influenza virus,2,0.3542373,2,4745,51246
"Repair of wound of scalp, arms, and/or legs ",2,0.7504317,2,2795,5844
Radiological supervision and interpretation X-ray of salivary structure ,2,0.6307052,2,21,26
"Injection of anesthetic agent, thoracic vertebra",3,0.62898797,2,49,96
Somatostatin (growth hormone inhibitor) level,2,0.63956785,2,68,257
Insertion of radiation therapy devices in prostate gland for radiation therapy guidance,3,0.43684146,2,2208,11487
Radiological supervision and interpretation X-ray of uterine tubes and ovaries ,1,0.558558,2,160,253
Ultrasonic guidance imaging supervision and interpretation for transfusion or drainage of uterus,2,0.46393988,2,11,11
"Unattended sleep study with recording of heart rate, oxygen, respiratory airflow and effort",2,0.929661,2,3417,41845
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms ,3,0.38660032,2,458,10913
Removal of drug delivery implant from tissue,2,0.7630189,2,573,699
"Application of skin substitute (wound surface up to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq cm or less)",4,0.81531364,2,4065,17780
Injection procedure for X-ray imaging of penile erection ,2,0.77756494,2,19,19
Gene analysis (hexosaminidase A) common variants ,2,0.71771014,2,2,35
"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function ",3,0.7968897,2,22029,4273748
Needle measurement and recording of electrical activity of muscles between chest and abdominal cavity,2,0.89478326,2,78,128
Aspiration and/or injection of intermediate joint or joint capsule with recording and reporting using ultrasound guidance,2,0.8112598,2,5693,33397
"Injection of anesthetic agent, facial nerve",2,0.74188095,2,286,361
"Implantation of lower leg neurostimulator electrode, accessed through the skin",2,0.31383803,2,339,2193
Ultrasound study of arteries and arterial grafts of one leg or limited ,1,0.8828328,2,8200,96566
Incision of membrane at uterine opening,2,0.47602215,2,16,16
Destruction of vaginal growths ,3,0.6839306,2,618,996
Removal of skin and tissue first 20 sq cm or less,3,0.47030893,2,20951,263188
Repositioning of foreskin including scar tissue removal,2,0.4139968,2,979,1237
Special radiation treatment procedure,2,0.47124735,2,3005,56085
"Radiological supervision and interpretation X-ray of disc of vertebra, upper or middle spine ",2,0.48552912,2,103,257
Salivary gland or duct procedure ,5,0.67347527,2,6,16
"Destruction of malignant growth (3.1 to 4.0 centimeters) of scalp, neck, hands, feet, or genitals",2,0.88509125,2,1297,2343
Biopsy of tongue,3,0.49977118,2,3365,5845
Vaccine for bladder cancer injection into urinary bladder,2,0.59399855,2,16,55
T cell count and ratio ,0,0.5364259,2,348,51532
Injection of air or X-ray contrast material into abdominal cavity,2,0.48302442,2,86,239
"Radiation treatment management, 1 or 2 treatments",2,0.5705301,2,1456,4224
Cell examination of urine ,4,0.656179,2,165,1904
Nuclear medicine study with CT imaging skull base to mid-thigh,6,0.48485896,2,6227,292838
Drainage of abscess or blood accumulation in nose,3,0.67947835,2,175,197
Insertion of device into the abdomen with measurement of pressure and urine flow rate,2,0.801859,2,900,12977
CT scan guidance for stereotactic localization,4,0.6304188,2,434,1510
"Technetium tc-99m sestamibi, diagnostic, per study dose",1,0.3544268,2,8487,592458
"Repair of wound of scalp, arms, and/or legs",2,0.7459248,2,3115,14140
Injection of alcohol into cavity behind eye,2,0.584161,2,68,91
"Repair of wound (12.6 to 20.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes",4,0.58561116,2,29,29
Injection for X-ray imaging of hinged joint of upper and lower jaw bones ,2,0.7544548,2,32,57
"Thyrotropin releasing hormone (TRH) (hypothalamus hormone) stimulation panel, 2 hour",1,0.8175655,2,7,12
Sleep monitoring of patient in sleep lab,2,0.57615656,2,34,120
Biopsy of cervix or excision of local growths,2,0.81576025,2,4716,5940
Diagnostic nuclear imaging of platelet proteins for blood clot assessment in vein,2,0.7678429,2,16,18
Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs,2,0.4970214,2,349,10972
Freezing destruction of anal growths,3,0.5182129,2,405,523
"Injection of anesthetic agent, brachial (arm) nerve bundle",2,0.4277601,2,698,2723
Abdominal ultrasound of pregnant uterus single or first fetus ,2,0.6756165,2,1008,2978
CT scan guidance for insertion of radiation therapy fields ,2,0.4088634,2,2420,82117
Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,2,0.9111186,2,20,63
Removal of (up to 1 centimeter) growth of sclera,4,0.695026,2,1108,2393
Placement of breast localization devices accessed through the skin with mammographic guidance ,3,0.6676748,2,187,302
"Radiation treatment devices, design and construction, complex",2,0.59939957,2,3812,164724
"Ustekinumab, for subcutaneous injection, 1 mg",0,0.977612,2,795,1520
Destruction of growth or soft tissue at roof of mouth,4,0.64157605,2,83,95
Removal of salivary gland stone ,4,0.54516435,2,685,770
Chest ultrasound examination of heart,2,0.5896738,2,2122,23029
Biopsy of uterine lining,2,0.8534138,2,3073,7139
Study of sleep patterns ,2,0.5085855,2,58,588
Assessment of antibodies to Class I and Class II human leukocyte antigens (HLA) antigens,2,0.7914646,2,17,175
Contrast injections for X-ray imaging procedure to evaluate central venous access device,2,0.9277046,2,4548,10031
"Injection, panitumumab, 10 mg",2,0.52698576,2,1334,2004
"Incision, aspiration, and inflation of eardrum under anesthesia",4,0.6382084,2,88,141
Insertion of probe for salivary gland duct dilation,2,0.43491098,2,344,507
"Established patient home visit, typically 40 minutes",1,0.49169904,2,17784,392575
MRI scan of middle spinal canal ,4,0.87090206,2,13575,120793
Assessment of penile blood flow,2,0.42553064,2,22,122
"Application of cast, elbow to finger (short arm)",1,0.53781855,2,13067,57612
"Puraply or puraply am, per square centimeter",0,0.55146027,2,61,1187
Aspiration and/or injection of major joint or joint capsule with recording and reporting using ultrasound guidance,2,0.89858633,2,13029,414381
"Management of radiation therapy, simple",3,0.5020297,2,1094,4175
Assessment of antibodies to Class I and Class II human leukocyte antigens (HLA) antigens ,2,0.7908735,2,17,135
Injection of abnormal muscle drainage tract for X-ray study ,2,0.85251075,2,88,133
Insertion of drug agent or packing to control vaginal bleeding,2,0.77597284,2,90,414
Diagnostic examination of large bowel using an endoscope ,4,0.60641456,2,14451,52888
"Preparation with instillation of fecal microbiota by any method, including assessment of donor specimen",3,0.68470734,2,795,1797
"Moderate sedation services by physician also performing a procedure, patient younger than 5 years of age, first 30 minutes ",2,0.8202501,2,14,16
"Moderate sedation services by physician not performing a procedure, patient 5 years of age or older, first 30 minutes ",2,0.8734425,2,2636,4068
Shock treatment and monitoring,2,0.5978506,2,130,645
"Implantation of muscular tissue neurostimulator electrodes, accessed through the skin",6,0.6420457,2,30,201
Measurement of esophageal swallowing movement ,1,0.76065683,2,2083,18069
Ultrasound study of arteries of both legs at rest and exercise,1,0.7892465,2,3437,49648
Injection procedure to induce erection,2,0.8453848,2,3170,14645
Insertion of hormone pellets beneath the skin,2,0.8433053,2,114,448
Radiation therapy plan,3,0.7927257,2,573,2183
Diagnostic examination of anus and rectum under anesthesia ,2,0.70165163,2,1981,3885
MRI scan of blood vessels of chest ,4,0.824663,2,1952,5615
Nuclear medicine study with measurement of blood circulation in the lungs and ventilation,3,0.4509405,2,89,273
Tests for facial paralysis disorders ,1,0.505268,2,30,182
Radiological supervision and interpretation of imaging of arm artery,2,0.4401259,2,299,744
"Rapid desensitization procedure, each hour",2,0.9027004,2,106,187
Ultrasound limited scanning of head and neck blood flow (inside the brain),1,0.5526725,2,268,7304
Negative pressure wound therapy surface area greater than 50 square centimeters ,2,0.66298765,2,176,268
Injection procedure through the bladder and bladder canal (urethra) for X-ray imaging ,3,0.48465616,2,1521,3486
"Destruction of malignant growth (3.1 to 4.0 centimeters) of trunk, arms, or legs ",2,0.81380534,2,2842,6324
Removal of skin debris and drainage of mastoid cavity,2,0.58174896,2,1262,4321
Nuclear medicine study of radioactive material distribution at tumor location ,1,0.42806473,2,76,338
Infusion of chemotherapy into a vein up to 1 hour ,2,0.85716397,2,21,29
"Repair of wound (12.6 to 20.0 centimeters) of the face, ears, eyelids, nose, lips, and/or mucous membranes ",4,0.58478194,2,37,39
Abdominal aspiration of fluid surrounding fetus for diagnosis,2,0.9185545,2,72,81
Nuclear medicine study heart muscle at rest or stress single study,3,0.23818146,2,212,835
"Removal of growth (3.1 to 4.0 centimeters) of the trunk, arms, or legs",2,0.48283687,2,7210,13224
"Transitional care management services, highly complexity, requiring face-to-face visits within 7 days of discharge",2,0.9431835,2,44971,392783
"Injection, glucagon hydrochloride, per 1 mg",2,0.6867449,2,11,90
