description,y_pred,y_conf,y_true
Insertion of device to close opening to voice box using an endoscope,Moderate-Low,0.96283823,Moderate-Low
Closed treatment of fracture of upper arm bone at shoulder joint,Moderate-Low,0.96966815,Moderate-Low
Removal of large bowel tissue using an endoscope,Moderate-Low,0.6515598,Moderate-Low
Incision of the membrane attaching foreskin and penis,Low,0.74293303,Moderate-Low
Creation of tract to drain salivary gland cyst,High,0.4185638,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.95920813,Moderate-Low
Destruction of peripheral nerve or branch,Moderate-Low,0.95491374,Moderate-Low
Closed treatment of fracture of bone of hand with manipulation,Moderate-High,0.5832367,Moderate-Low
Injection of medication into eye,Low,0.9780226,Moderate-Low
Incision of pancreatic outlet muscle using an endoscope,Moderate-Low,0.96600324,Moderate-Low
Anesthesia for removal of urinary bladder stone,Moderate-Low,0.38213176,Moderate-Low
Injection of spinal canal to destroy nerve,Moderate-High,0.5793865,Moderate-Low
Anesthesia for diagnostic examination of the wrist using an endoscope,Moderate-Low,0.88388705,Moderate-Low
"Repair of wound (2.5 centimeters or less) of face, ears, eyelids, nose, lips, and/or mouth",Moderate-Low,0.53481716,Moderate-Low
"Injection by continuous infusion of anesthetic agent, sciatic nerve",Moderate-Low,0.99189854,Moderate-Low
Closed treatment of fracture of bone of hand with manipulation and external hardware,Moderate-High,0.7664948,Moderate-Low
"Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",Low,0.781863,Moderate-Low
Anesthesia for suture of upper arm and elbow tendon to bone,Moderate-Low,0.93478745,Moderate-Low
Closed treatment of fracture of shin bone,Moderate-Low,0.7765822,Moderate-Low
Resection of large bowel tissue using an endoscope which is inserted through abdominal opening,Moderate-Low,0.74599665,Moderate-Low
Insertion of implant to close nasal passage,Moderate-Low,0.96248686,Moderate-Low
Mechanical removal of obstructive material from central venous catheter,Moderate-Low,0.7128115,Moderate-Low
Closed treatment of ankle joint bone dislocation under anesthesia,Moderate-Low,0.9214399,Moderate-Low
"Drainage of abscess, cyst, or blood accumulation under the jaw bone",Moderate-Low,0.668885,Moderate-Low
Removal of mouth tissue for grafting,Moderate-High,0.5175335,Moderate-Low
Radiological supervision and interpretation of repair of chest aorta with graft,Moderate-Low,0.90292716,Moderate-Low
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-Low,0.83938843,Moderate-Low
Deep biopsy of muscle,Low,0.50842124,Moderate-Low
"Anesthesia for knee joint cast application, removal, or repair",Moderate-Low,0.9480333,Moderate-Low
Administration of radiation therapy,Moderate-Low,0.8189962,Moderate-Low
Destruction of penile growths using electric current,Moderate-Low,0.97653985,Moderate-Low
Removal of growth of tongue,Moderate-High,0.6647328,Moderate-Low
Small bowel procedure,Moderate-High,0.69570684,Moderate-Low
Anesthesia for procedure on collar bone and shoulder blade,High,0.43117616,Moderate-Low
"Suture of bladder canal (urethra) wound or injury, penis",Moderate-High,0.69599926,Moderate-Low
Correction of fifth toe joint deformity,Moderate-High,0.72818613,Moderate-Low
Closed treatment of dislocated hand bone with manipulation,Moderate-Low,0.6284335,Moderate-Low
"Injection by continuous infusion of anesthetic agent, thigh nerve",Moderate-Low,0.9868487,Moderate-Low
Irrigation and removal of multiple blood clots from bladder and bladder canal (urethra) using an endoscope,Moderate-Low,0.93039566,Moderate-Low
Insertion of catheter for imaging of heart blood vessels or grafts,Moderate-Low,0.92393804,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Moderate-Low,0.99260604,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",Moderate-Low,0.9886774,Moderate-Low
Repair of wound (2.6 to 7.5 centimeters) of trunk,Moderate-Low,0.9197206,Moderate-Low
Removal of anal polyps or growths using an endoscope,Moderate-Low,0.9330083,Moderate-Low
Injections into large bowel using an endoscope,Moderate-Low,0.9760783,Moderate-Low
Removal of multiple external hemorrhoids,Moderate-Low,0.8586558,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",Moderate-Low,0.9949751,Moderate-Low
Injections of anesthetic and/or steroid drug into upper or middle spine nerve root using imaging guidance,Moderate-High,0.849494,Moderate-Low
Combined multiple vein and artery heart artery bypasses,Moderate-High,0.8586584,Moderate-Low
Insertion of catheter for drainage into sac that covers the heart,Moderate-Low,0.7167949,Moderate-Low
Biopsy of rectum and large bowel using an endoscope,Moderate-Low,0.60630697,Moderate-Low
Removal of implanted catheter in spinal canal,Moderate-High,0.72310466,Moderate-Low
Anesthesia for procedure to control urinary system bleeding including use of an endoscope,Moderate-Low,0.9484538,Moderate-Low
"Repair of wound (2.6 to 7.5 centimeters) of the scalp, underarms, trunk, arms, and/or legs",Low,0.6303009,Moderate-Low
Injections of substances into upper or middle spine,Low,0.707457,Moderate-Low
Injection of anesthetic agent underarm (axillary) nerve,Moderate-Low,0.9668811,Moderate-Low
Biopsy of large bowel using an endoscope,Moderate-Low,0.8706117,Moderate-Low
Nonobstetrical repair of skin from anus to genitals,Moderate-Low,0.9395256,Moderate-Low
"High dose brachytherapy , 2- 12 channels",Moderate-Low,0.90802675,Moderate-Low
Incision and drainage of vaginal blood accumulation,Moderate-Low,0.8540761,Moderate-Low
"MRI scan of brain, during open brain procedure before and after contrast",Moderate-Low,0.7648929,Moderate-Low
Preparation of donor pancreas for transplantation,Moderate-Low,0.8854379,Moderate-Low
"Removal and microscopic examination of growth of the head, neck, hands, feet, or genitals",Moderate-Low,0.9595935,Moderate-Low
Biopsy of penis,Moderate-Low,0.98844725,Moderate-Low
Removal of dental bone,Moderate-High,0.5488667,Moderate-Low
Anesthesia for procedure on upper front abdominal wall,Moderate-Low,0.934082,Moderate-Low
Anesthesia for diagnostic X-ray procedure (accessed through the skin) on spine and spinal cord,Moderate-Low,0.9766367,Moderate-Low
Incision of foot bone,Moderate-Low,0.71329594,Moderate-Low
"Incision to lengthen toe tendon, open procedure",Moderate-Low,0.84970385,Moderate-Low
Stent placement in large bowel using an endoscope which is inserted through abdominal opening,Low,0.9089016,Moderate-Low
Anesthesia for procedure on lower intestine using an endoscope,Moderate-Low,0.96063995,Moderate-Low
"Implantable breast prosthesis, silicone or equal",Moderate-Low,0.9206333,Moderate-Low
"Removal of foreign body of upper arm or elbow area, accessed beneath the skin",Low,0.9003165,Moderate-Low
Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,Moderate-Low,0.96664476,Moderate-Low
"Drainage, biopsy, or removal of foreign body of chest cavity",Moderate-High,0.7833384,Moderate-Low
Detection test for multiple types of respiratory virus,Low,0.74967116,Moderate-Low
Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation,Moderate-Low,0.55132544,Moderate-Low
"Injection of anesthetic agent, groin nerves",Moderate-Low,0.9844657,Moderate-Low
"Incision to release foot tendon, open procedure",Moderate-Low,0.9419616,Moderate-Low
"Replacement of stomach or large bowel tube using fluoroscopic guidance with contrast, accessed through the skin",Moderate-Low,0.87553483,Moderate-Low
Removal of abdominal cavity catheter,Moderate-Low,0.8889,Moderate-Low
Closed treatment of broken forearm bone at elbow with manipulation,Moderate-Low,0.83938843,Moderate-Low
Removal of recurring cataract in lens capsule using laser,Moderate-Low,0.81890684,Moderate-Low
Removal of lymph nodes from chest cavity and breast bone,Very-High,0.70469993,Moderate-Low
Anesthesia for spinal tap,Moderate-Low,0.8798395,Moderate-Low
Incision of foot bone,Moderate-Low,0.71329594,Moderate-Low
Drainage of finger abscess,Moderate-Low,0.95006657,Moderate-Low
Destruction of extensive growths of external female genitals,Low,0.5885234,Moderate-Low
Insertion of catheter into vein with collection of blood sample,Low,0.9322246,Moderate-Low
Insertion of catheter into urinary duct (ureter) using an endoscope,Moderate-Low,0.9953941,Moderate-Low
Dilation of bladder canal (urethra) using an endoscope,Moderate-Low,0.9682691,Moderate-Low
"Removal of growth (3.1 to 4.0 centimeters) of the trunk, arms, or legs",Moderate-Low,0.83886164,Moderate-Low
Removal or destruction of bladder canal (urethra) mucous glands,Moderate-Low,0.9655925,Moderate-Low
Anesthesia for procedure on lower front abdominal wall,Moderate-Low,0.9092916,Moderate-Low
Biopsy of throat lesion behind nose,Moderate-Low,0.97294635,Moderate-Low
Repair of (2.5 centimeter or less) laceration to floor of mouth or tongue,Moderate-Low,0.9596653,Moderate-Low
Biopsy of breast accessed through the skin with ultrasound guidance,Low,0.629305,Moderate-Low
Injections of local anesthetic for pain control and abdominal wall analgesia on one side,Moderate-Low,0.8628148,Moderate-Low
Repair of central venous catheter for infusion,Low,0.91139805,Moderate-Low
"Laser destruction of insufficient vein of arm or leg using imaging guidance, accessed through the skin",Moderate-Low,0.64679104,Moderate-Low
"Incision of artery in one groin for insertion of prosthesis, open procedure",Moderate-Low,0.4682936,Moderate-Low
"Application of vein wound compression system upper arm, forearm, hand, and fingers",Low,0.9872842,Moderate-Low
Release of unspecified nerve,Moderate-Low,0.30177754,Moderate-Low
Removal or relocation of corneal conjunctiva,Moderate-High,0.7952818,Moderate-Low
Biopsy of soft tissue of upper arm or elbow,Moderate-High,0.57132024,Moderate-Low
"Diagnostic aspiration of spinal disc or tissue, accessed through the skin",Low,0.98664135,Moderate-Low
Anesthesia for procedure on throat for removal of tumor,Moderate-Low,0.55605423,Moderate-Low
Insertion of stabilizing or separating device into lower spine at second level,Moderate-Low,0.4730103,Moderate-Low
Computer-assisted image-guided navigation of lung airways using an endoscope,Moderate-Low,0.9158173,Moderate-Low
"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",Moderate-Low,0.937263,Moderate-Low
"Application of organ cavity radiation source, intermediate",Moderate-Low,0.9197289,Moderate-Low
Injection of chemical for destruction of nerve muscles on one side of voice box accessed through the skin,Low,0.9802018,Moderate-Low
"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Moderate-Low,0.99260604,Moderate-Low
Repair of lacerated conjunctiva,Moderate-Low,0.95998025,Moderate-Low
CT scan guidance for and monitoring of tissue destruction,Moderate-Low,0.7336377,Moderate-Low
Insertion of catheter into abdominal pelvic or leg artery,Moderate-Low,0.6017065,Moderate-Low
Gene analysis (v-Ki-ras2 Kirsten rat sarcoma viral oncogene) variants in codons 12 and 13,Moderate-Low,0.9145722,Moderate-Low
Biopsy of toe joint,Moderate-Low,0.9667067,Moderate-Low
Insertion of catheter in right heart for X-ray imaging of blood vessels or grafts,Low,0.7801038,Moderate-Low
Closed treatment of broken heel bone,Moderate-Low,0.98676664,Moderate-Low
"Insertion of devices in abdominal cavity for radiation therapy guidance, accessed through the skin",Moderate-Low,0.8648635,Moderate-Low
Anesthesia for cesarean delivery following labor,Moderate-Low,0.978433,Moderate-Low
Destruction of growth or soft tissue at roof of mouth,Moderate-Low,0.94743013,Moderate-Low
Removal of growth of floor of mouth,Moderate-High,0.72682106,Moderate-Low
"Removal of growth (3.1 to 4.0 centimeters) of the scalp, neck, hands, feet, or genitals",Moderate-Low,0.9941484,Moderate-Low
Anesthesia for procedure on collar bone and shoulder blade,High,0.43117616,Moderate-Low
Anesthesia for application or revision of body cast,Moderate-Low,0.8499994,Moderate-Low
Destruction of lesion of cornea,Moderate-Low,0.8975521,Moderate-Low
"Fluid collection drainage by catheter using imaging guidance, accessed through the skin",Moderate-Low,0.937263,Moderate-Low
Preparation of corneal tissue for transplant,Low,0.52950263,Moderate-Low
Balloon dilation of esophagus using an endoscope,Moderate-Low,0.95920813,Moderate-Low
Incision and drainage of eye fluid accumulation in iris,Moderate-Low,0.67629087,Moderate-Low
Insertion of catheters for radiation delivery in lung airway using an endoscope,Moderate-Low,0.95280755,Moderate-Low
Destruction of growths of esophagus using an endoscope,Moderate-Low,0.92032117,Moderate-Low
"Removal of malignant growth (0.5 centimeters or less) of the trunk, arms, or legs",Low,0.8762346,Moderate-Low
"Needle biopsy of spinal cord, accessed beneath the skin",Moderate-Low,0.81445223,Moderate-Low
Destruction of external female genital growths,Low,0.9738807,Moderate-Low
